timestamp,latitude,longitude,altitude,status,covariance_type,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8
1769896168507429677,43.66169296666666,-79.39417075,67.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896169490046675,43.661706433333336,-79.39417063333333,68.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896170508050648,43.66171978333333,-79.39417063333333,68.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896171496292952,43.6617329,-79.39417063333333,68.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896172514597512,43.66174566666667,-79.39416943333333,68.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896173502202282,43.66175865,-79.3941686,68.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896174519749382,43.66177176666667,-79.3941673,68.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896175490784975,43.66178535,-79.3941661,68.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896176519727129,43.6617987,-79.39416503333334,68.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896177497467177,43.66181253333333,-79.39416395,69.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896178503959989,43.66182625,-79.39416276666667,69.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896179501498983,43.66183983333333,-79.39416265,69.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896180512232335,43.661853066666666,-79.39416395,69.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896181489243203,43.6618663,-79.39416705,69.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896182509029063,43.661879166666665,-79.39417028333334,69.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896183505122979,43.66189181666667,-79.39417183333333,69.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896184513544412,43.66190361666666,-79.39417111666667,69.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896185503464045,43.6619141,-79.39416635,69.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896186523928336,43.66192161666667,-79.39415763333334,70.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896187505458016,43.6619253,-79.3941475,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896188521512756,43.66192578333333,-79.39413963333334,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896189510443569,43.66192471666667,-79.39413641666667,70.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896190530770320,43.6619234,-79.39413581666666,70.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896191500345237,43.66192256666667,-79.3941363,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896192506383025,43.6619222,-79.3941363,70.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896193485613486,43.66192233333334,-79.39413641666667,70.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
1769896194520541916,43.66192233333334,-79.39413641666667,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896195512775946,43.66192233333334,-79.39413641666667,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896196513858777,43.66192233333334,-79.39413641666667,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896197538509148,43.66192233333334,-79.39413641666667,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896198518489199,43.66192233333334,-79.39413641666667,70.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
1769896199490196665,43.66192233333334,-79.39413641666667,70.0,0,1,0.6400000000000001,0.0,0.0,0.0,0.6400000000000001,0.0,0.0,0.0,2.5600000000000005
1769896200529181457,43.66192233333334,-79.39413641666667,70.0,0,1,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,3.24
